user_id,order_id,amount,time_diff,order_time,device_type
U000178,O00000178,35.68,107.65287973774666,15,iOS
U000179,O00000179,10.0,143.27555303154742,21,Android
U000180,O00000180,9.99,55.347952995361815,15,H5
U000181,O00000181,6.03,166.1165090516406,17,H5
U000182,O00000182,23.0,131.84833802818662,10,H5
U000183,O00000183,15.0,6.167837305957517,17,PC
U000184,O00000184,15.0,4.225157554573602,12,H5
U000185,O00000185,5.99,87.2735849350395,9,PC
U000186,O00000186,82.28,38.41302968006957,17,iOS
U000187,O00000187,270.0,21.116040651972945,13,Android
U000188,O00000188,391.9,78.0000682959973,9,iOS
U000189,O00000189,9.99,37.60980785891832,22,PC
U000190,O00000190,15.0,69.35375892493994,11,iOS
U000191,O00000191,9.81,55.47661457024388,22,PC
U000192,O00000192,24.99,79.10219856526352,10,PC
U000193,O00000193,11.5,46.0193907659493,8,H5
U000194,O00000194,14.9,107.6605305875744,15,PC
U000195,O00000195,12.31,17.867968338565987,15,H5
U000196,O00000196,27.46,107.31406495999224,8,Android
U000197,O00000197,89.0,47.74070978503375,19,H5
U000198,O00000198,425.97,186.65975049520105,13,H5
U000199,O00000199,100.98,65.16838958284409,19,H5
U000200,O00000200,17.46,325.44124178697314,8,H5
U000201,O00000201,3.14,82.9026867698286,20,Android
U000202,O00000202,40.55,22.80674475126677,16,Android
U000203,O00000203,1.0,155.2316600128787,8,Android
U000204,O00000204,9.99,38.09215805863848,22,PC
U000205,O00000205,56.02,38.44141745991774,23,PC
U000206,O00000206,127.99,2.90892930607984,10,H5
U000207,O00000207,12.57,71.60912056685194,16,H5
U000208,O00000208,3.94,68.80309779278447,8,PC
U000209,O00000209,1.0,39.60389968065569,22,H5
U000210,O00000210,20.44,202.1731144414896,9,Android
U000211,O00000211,2.78,12.404203066401408,11,iOS
U000212,O00000212,34.38,36.05634944612923,14,H5
U000213,O00000213,10.77,34.91935100909507,15,iOS
U000214,O00000214,43.96,8.714788243857024,8,Android
U000215,O00000215,55.61,59.05184199785055,8,H5
U000216,O00000216,302.65,104.76560878309796,12,Android
U000217,O00000217,60.0,64.50635510229978,23,Android
U000218,O00000218,92.63,15.368566291598842,15,Android
U000219,O00000219,1.23,42.630109092284,22,PC
U000220,O00000220,1.0,1.0,8,H5
U000221,O00000221,29.99,182.45133684048704,10,Android
U000222,O00000222,7.7,7.947314326590178,13,PC
U000223,O00000223,129.99,81.85580870638587,20,H5
U000224,O00000224,1975.4,385.8502837194988,8,Android
U000225,O00000225,15.99,69.22300334178996,21,H5
U000226,O00000226,179.95,231.98143964807213,10,PC
U000227,O00000227,11.99,24.24060285371299,19,PC
U000228,O00000228,361.4,128.42375191242382,8,H5
U000229,O00000229,1.0,68.194737966525,11,H5
U000230,O00000230,72.25,114.73294074894936,16,PC
U000231,O00000231,19.99,5.7932389918069145,20,Android
U000232,O00000232,1.0,14.387631198722522,23,PC
U000233,O00000233,13.49,12.856605932366774,12,Android
U000234,O00000234,20.49,104.58728995927092,21,PC
U000235,O00000235,180.95,167.46552842883526,10,PC
U000236,O00000236,10.59,124.62844195555428,17,Android
U000237,O00000237,11.2,2.785147324562739,14,iOS
U000238,O00000238,7.57,181.712147184078,21,Android
U000239,O00000239,9.99,39.34645609945117,13,iOS
U000240,O00000240,33.37,45.54988333793186,18,Android
U000241,O00000241,12.0,9.97068498710856,16,PC
U000242,O00000242,111.99,120.34288282462826,11,Android
U000243,O00000243,299.9,18.11160380819369,11,iOS
U000244,O00000244,10.56,74.70296771949783,23,PC
U000245,O00000245,9.99,165.3325875017326,16,Android
U000246,O00000246,3.06,8.409302770691646,9,Android
U000247,O00000247,52.95,68.97957992537368,17,PC
U000248,O00000248,39.0,23.89956036181146,9,iOS
U000249,O00000249,1.29,37.796395410340125,16,Android
U000250,O00000250,129.64,57.815723007709934,14,iOS
U000251,O00000251,30.0,39.48000171961221,12,Android
U000252,O00000252,36.59,94.18180089013518,23,Android
U000253,O00000253,9.63,58.78108257193799,21,H5
U000254,O00000254,12.99,78.97946978657971,12,H5
U000255,O00000255,274.46,120.14338284134692,16,Android
U000256,O00000256,21.48,73.42762123231606,20,H5
U000257,O00000257,10.0,79.48651163887058,22,iOS
U000258,O00000258,16.99,74.80487628849427,17,H5
U000259,O00000259,19.8,42.84523100491572,12,PC
U000260,O00000260,172.0,37.04890262240797,16,H5
U000261,O00000261,12.98,206.91587396776305,15,Android
U000262,O00000262,30.18,84.18235008595983,13,PC
U000263,O00000263,39.9,1.1137153534449984,3,Android
U000264,O00000264,52.96,62.068383276565264,20,H5
U000265,O00000265,1.0,36.08980408997404,12,Android
U000266,O00000266,56.3,244.2097860769493,12,H5
U000267,O00000267,29.9,1.0,3,Android
U000268,O00000268,365.75,22.97895824319112,8,PC
U000269,O00000269,60.51,40.92231228953612,18,PC
U000270,O00000270,14.55,60.21533161168612,12,iOS
U000271,O00000271,42.81,171.23265088885756,10,PC
U000272,O00000272,2.0,8.279287001336185,13,Android
U000273,O00000273,41.58,147.52808120136552,16,Android
U000274,O00000274,120.0,5.153590244688725,19,H5
U000275,O00000275,4.23,166.2434810066113,22,PC
U000276,O00000276,4.5,4.771470026234514,10,PC
U000277,O00000277,64.95,1.656983449536027,8,PC
U000278,O00000278,408.6,107.45057651857536,15,iOS
U000279,O00000279,67.71,530.8352134599459,19,H5
U000280,O00000280,15.0,204.2324619211636,20,PC
U000281,O00000281,14.95,77.22162829500454,21,PC
U000282,O00000282,10.99,224.432324056877,21,Android
U000283,O00000283,48.38,1.0,16,iOS
U000284,O00000284,45.0,332.24126283763667,17,PC
U000285,O00000285,2.12,60.73324440684024,11,PC
U000286,O00000286,75.08,115.5026466611704,17,iOS
U000287,O00000287,219.6,154.7636291499717,21,Android
U000288,O00000288,1.0,114.07239467390936,21,iOS
U000289,O00000289,1.98,68.92171831439208,20,H5
U000290,O00000290,18.35,58.270186408646175,12,Android
U000291,O00000291,6.49,164.13853197810977,10,PC
U000292,O00000292,8360.0,20.655965612116063,21,PC
U000293,O00000293,11.95,309.7650574465396,20,H5
U000294,O00000294,51.78,111.70477541668566,15,iOS
U000295,O00000295,5.0,20.027466031239783,10,PC
U000296,O00000296,59.05,119.94686246956007,11,iOS
U000297,O00000297,2.17,67.92140393842351,17,iOS
U000298,O00000298,1.98,110.5531459063836,19,iOS
U000299,O00000299,6.59,131.40611404813535,14,PC
U000300,O00000300,1.0,8.220355180378446,9,Android
U000301,O00000301,1.0,63.48871997224007,8,PC
U000302,O00000302,1.46,241.9612660435492,11,Android
U000303,O00000303,59.95,34.79465945460894,15,Android
U000304,O00000304,40.0,81.10028013991295,22,Android
U000305,O00000305,15.0,41.47332723437272,8,PC
U000306,O00000306,11.5,54.506449379243534,17,H5
U000307,O00000307,83.0,71.58674896962735,21,H5
U000308,O00000308,1.0,71.65034647621556,21,Android
U000309,O00000309,27.68,20.277807485321546,10,PC
U000310,O00000310,3.59,103.8441058994485,23,H5
U000311,O00000311,579.71,8.277361604821747,11,H5
U000312,O00000312,17.23,13.451155208527144,11,PC
U000313,O00000313,32.55,1.0,23,iOS
U000314,O00000314,35.0,11.167733644575266,10,H5
U000315,O00000315,10.0,57.67831369763662,10,H5
U000316,O00000316,22.48,83.84966860339117,20,PC
U000317,O00000317,105.4,142.3156675672335,14,PC
U000318,O00000318,45.0,10.154877193630336,15,PC
U000319,O00000319,25.0,171.1783364802079,21,H5
U000320,O00000320,76.89,123.32886514896022,20,PC
U000321,O00000321,88.61,47.2612070152568,17,Android
U000322,O00000322,1.98,243.19248434253643,21,Android
U000323,O00000323,45.23,423.2452764665072,11,PC
U000324,O00000324,66.0,20.647389701422973,18,H5
U000325,O00000325,10.0,42.91131208861755,18,H5
U000326,O00000326,44.9,234.8803795481845,22,H5
U000327,O00000327,4.99,115.08155649502164,15,PC
U000328,O00000328,10.99,4.436069855537364,15,iOS
U000329,O00000329,175.4,136.89319902133417,13,Android
U000330,O00000330,5.49,158.3925463811002,8,PC
U000331,O00000331,1.0,124.94736704794995,14,iOS
U000332,O00000332,74.12,144.6413616903717,14,iOS
U000333,O00000333,5.53,156.93549706186792,12,PC
U000334,O00000334,53.7,18.56633071984804,13,iOS
U000335,O00000335,48.0,24.19056877071115,21,iOS
U000336,O00000336,140.0,90.40162509858236,16,iOS
U000337,O00000337,1.0,214.606139031205,10,Android
U000338,O00000338,153.38,34.20763233168969,19,iOS
U000339,O00000339,25.0,79.87289089778866,11,iOS
U000340,O00000340,6.24,103.39172319827104,16,PC
U000341,O00000341,108.64,54.124758286425454,22,PC
U000342,O00000342,16.95,112.59027989539835,20,Android
U000343,O00000343,62.85,206.93385569867317,17,PC
U000344,O00000344,297.0,88.05926127416167,21,Android
U000345,O00000345,1.98,69.84476553320107,19,iOS
U000346,O00000346,2.69,51.98214176208326,9,iOS
U000347,O00000347,51.5,77.53800040345011,21,iOS
U000348,O00000348,9.99,39.516035484418815,20,PC
U000349,O00000349,39.0,44.70560704381757,16,Android
U000350,O00000350,242.33,68.30842489593219,22,PC
U000351,O00000351,49.0,6.2047729597564,12,PC
U000352,O00000352,14.95,23.40898545768081,10,Android
U000353,O00000353,17.4,70.446798572691,15,Android
U000354,O00000354,29.95,50.8323124093237,20,H5
U000355,O00000355,130.0,36.42201793424472,16,H5
U000356,O00000356,131.0,118.02323079715228,8,H5
U000357,O00000357,6.41,106.49229758751922,23,Android
U000358,O00000358,3.3,16.4158624569504,12,iOS
U000359,O00000359,599.0,189.80138332933157,21,PC
U000360,O00000360,63.35,61.56324593248338,16,PC
U000361,O00000361,110.9,121.74375440727562,18,H5
U000362,O00000362,11.27,76.61921446079124,9,iOS
U000363,O00000363,25.0,546.4476747631027,20,Android
U000364,O00000364,220.0,125.63580054394733,8,PC
U000365,O00000365,75.0,110.47643883112676,15,iOS
U000366,O00000366,3.99,135.68917711655735,22,PC
U000367,O00000367,2.69,13.902004161029776,13,PC
U000368,O00000368,283.76,20.595644060108317,21,PC
U000369,O00000369,15.43,112.67888012885165,23,Android
U000370,O00000370,365.0,61.30638212994437,21,Android
U000371,O00000371,1.18,126.45086135925617,9,PC
U000372,O00000372,22.5,9.77452290846506,10,Android
U000373,O00000373,1.0,69.20177945975132,12,iOS
U000374,O00000374,1.0,42.85232138469106,8,iOS
U000375,O00000375,279.0,54.958172659375045,9,PC
U000376,O00000376,39.67,83.36112207576522,18,H5
U000377,O00000377,23.49,62.79609425562041,19,iOS
U000378,O00000378,39.9,3.584577231273454,3,iOS
U000379,O00000379,5.99,59.96049711807152,21,Android
U000380,O00000380,9.99,47.327707976130014,21,iOS
U000381,O00000381,166.74,133.01029394966568,18,H5
U000382,O00000382,65.87,1.105032702933514,14,PC
U000383,O00000383,10.25,82.11645395640603,14,iOS
U000384,O00000384,7.73,75.02206912122912,17,Android
U000385,O00000385,6.43,113.34706060790418,22,H5
U000386,O00000386,124.42,82.24803749052639,21,PC
U000387,O00000387,1.0,157.79713635276622,12,Android
U000388,O00000388,3.3,287.6408222329331,17,PC
U000389,O00000389,306.36,37.74126677921972,13,PC
U000390,O00000390,228.0,23.213734792823217,20,H5
U000391,O00000391,32.15,49.58531743185604,10,PC
U000392,O00000392,49.97,30.562066727225428,18,Android
U000393,O00000393,26.4,85.8944489779569,9,PC
U000394,O00000394,160.0,218.58684274328863,17,PC
U000395,O00000395,15.41,13.481616258758768,20,iOS
U000396,O00000396,27.76,9.561941808894924,22,iOS
U000397,O00000397,127.45,26.61616084629154,16,Android
U000398,O00000398,1.0,116.5478478930182,9,PC
U000399,O00000399,6.4,80.89658602402434,21,iOS
U000400,O00000400,14.43,9.703985271846689,8,Android
U000401,O00000401,858.9,225.9207797055769,16,PC
U000402,O00000402,10.0,140.49457770860027,15,Android
U000403,O00000403,33.31,2.096258772978929,15,PC
U000404,O00000404,48.0,94.8362482073038,14,H5
U000405,O00000405,39.9,10.298146823005226,1,Android
U000406,O00000406,189.64,42.21905657635955,18,H5
U000407,O00000407,6.49,6.427055664291337,23,PC
U000408,O00000408,12.31,7.242655943410857,10,H5
U000409,O00000409,398.0,9.908148217938466,15,H5
U000410,O00000410,49.9,165.17996509342098,8,iOS
U000411,O00000411,9.99,217.40393234113225,8,H5
U000412,O00000412,28.94,11.792929834777343,18,PC
U000413,O00000413,966.73,24.2158055409666,20,PC
U000414,O00000414,2.5,16.28524027924161,22,H5
U000415,O00000415,50.0,18.55702723949153,22,iOS
U000416,O00000416,19.9,4.456375835982311,5,Android
U000417,O00000417,60.0,36.33176790812161,13,H5
U000418,O00000418,5.99,33.58431102242524,22,iOS
U000419,O00000419,2.12,23.21893446590283,19,H5
U000420,O00000420,39.2,84.26016646994066,15,H5
U000421,O00000421,40.0,42.92249275655418,15,Android
U000422,O00000422,1.46,122.71981615512875,17,H5
U000423,O00000423,227.44,20.71284742094136,8,iOS
U000424,O00000424,150.0,139.51605637324275,18,PC
U000425,O00000425,1.0,83.30743009414425,22,H5
U000426,O00000426,427.04,10.920606026460703,8,Android
U000427,O00000427,139.0,48.17672329757467,16,Android
U000428,O00000428,42.7,179.240721430707,23,Android
U000429,O00000429,63.38,230.70901682733395,23,Android
U000430,O00000430,78.45,56.41182260561444,16,iOS
U000431,O00000431,202.94,58.99836036686139,14,PC
U000432,O00000432,65.0,225.59372016871512,8,H5
U000433,O00000433,1.0,79.60256021526354,20,H5
U000434,O00000434,3.76,3.0058410407067573,17,PC
U000435,O00000435,6.24,219.50744056248715,9,H5
U000436,O00000436,550.0,25.678810895934312,15,H5
U000437,O00000437,213.18,77.56903785083225,15,Android
U000438,O00000438,160.0,16.284464512123954,18,Android
U000439,O00000439,1.0,3.1019723712591696,20,iOS
U000440,O00000440,1.0,33.588089500066744,12,PC
U000441,O00000441,4.67,136.4745141953487,9,iOS
U000442,O00000442,37.4,29.264266838989123,10,H5
U000443,O00000443,95.34,22.37274004528762,12,Android
U000444,O00000444,94.52,21.5209351848971,10,Android
U000445,O00000445,40.0,65.15681042123454,17,Android
U000446,O00000446,11.5,333.96929453932376,8,PC
U000447,O00000447,29.99,55.28840809283316,21,H5
U000448,O00000448,199.0,73.33875602289297,13,PC
U000449,O00000449,117.0,177.35737415532702,21,Android
U000450,O00000450,130.0,68.9281036043894,12,PC
U000451,O00000451,1.0,18.351749641306107,10,Android
U000452,O00000452,18.42,32.048805743036894,16,PC
U000453,O00000453,65.94,33.38750469273029,17,PC
U000454,O00000454,20.0,45.5729198505228,15,Android
U000455,O00000455,106.9,50.08511048015613,14,H5
U000456,O00000456,98.35,144.75137546735604,19,H5
U000457,O00000457,59.9,38.68562539132567,21,PC
U000458,O00000458,78.0,56.83928871256228,20,Android
U000459,O00000459,25.62,88.26886984781898,22,iOS
U000460,O00000460,15.0,42.69372158766545,23,PC
U000461,O00000461,131.67,163.0204900929512,20,iOS
U000462,O00000462,16.99,79.68659444533179,18,Android
U000463,O00000463,39.9,31.338299565631488,9,H5
U000464,O00000464,99.99,112.67734336742411,21,H5
U000465,O00000465,9.19,67.50272135939584,17,Android
U000466,O00000466,12.13,68.80935880174644,12,PC
U000467,O00000467,1.0,59.04187808129707,12,H5
U000468,O00000468,4.49,61.84699778487438,13,PC
U000469,O00000469,391.68,130.47183044175355,13,H5
U000470,O00000470,20.96,9.781089281212475,10,H5
U000471,O00000471,72.31,36.63094667452014,23,PC
U000472,O00000472,1.98,7.0655280005776495,18,Android
U000473,O00000473,657.79,125.94278561994749,11,PC
U000474,O00000474,39.9,28.60820571378326,8,iOS
U000475,O00000475,89.56,204.9492403957661,18,H5
U000476,O00000476,15.17,67.29921867329745,8,H5
U000477,O00000477,176.9,145.1874432998081,12,PC
U000478,O00000478,96.05,347.3975870130332,19,Android
U000479,O00000479,1168.84,164.81364347665595,11,H5
U000480,O00000480,4.99,181.56233111889335,22,iOS
U000481,O00000481,250.0,47.18002087611033,14,iOS
U000482,O00000482,1.0,72.2108728067678,14,PC
U000483,O00000483,544.06,26.35922807785038,11,H5
U000484,O00000484,38.49,19.64670218629325,17,Android
U000485,O00000485,8.99,63.380165537399485,21,Android
U000486,O00000486,1.98,81.35902410489302,23,PC
U000487,O00000487,39.0,37.297069220486016,22,H5
U000488,O00000488,1.0,75.84090860178001,21,Android
U000489,O00000489,43.9,196.60057672236047,20,PC
U000490,O00000490,62.7,73.22015066029617,9,H5
U000491,O00000491,199.0,114.828643417529,17,Android
U000492,O00000492,49.99,147.27350191573038,11,iOS
U000493,O00000493,49.95,403.6952590454463,15,H5
U000494,O00000494,1.0,83.18847209938517,9,PC
U000495,O00000495,14.68,147.98600649878534,12,Android
U000496,O00000496,16.64,295.86637104483054,20,Android
U000497,O00000497,12.31,260.0772312132473,14,PC
U000498,O00000498,12.95,13.687348079710752,17,H5
U000499,O00000499,80.0,46.93829665074104,13,H5
U000500,O00000500,42.81,35.23927504882675,20,iOS
U000501,O00000501,19.5,8.184354422918657,23,Android
U000502,O00000502,1.0,90.2744737792542,21,PC
U000503,O00000503,119.9,119.8300434698136,16,iOS
U000504,O00000504,1.0,169.62460620929878,9,Android
U000505,O00000505,527.0,11.789452549052529,11,Android
U000506,O00000506,24.99,188.19552586397197,14,Android
U000507,O00000507,50.0,92.68299122890494,19,PC
U000508,O00000508,88.24,109.54924787972388,15,PC
U000509,O00000509,59.21,217.34128159476484,12,PC
U000510,O00000510,29.4,88.21735605098402,12,iOS
U000511,O00000511,14.95,36.83440147902903,11,Android
U000512,O00000512,18.56,156.9224534069658,16,Android
U000513,O00000513,64.99,40.597072425980905,19,iOS
U000514,O00000514,1.46,3.1344850998649285,23,iOS
U000515,O00000515,65.63,159.82328799247995,17,PC
U000516,O00000516,500.0,38.10720936118277,11,Android
U000517,O00000517,165.25,133.78395144708335,10,H5
U000518,O00000518,11.2,40.55450620055974,16,H5
U000519,O00000519,414.33,177.63937361635516,14,iOS
U000520,O00000520,1.29,22.3050621750164,16,iOS
U000521,O00000521,3.76,330.3838875558657,11,iOS
U000522,O00000522,3.8,136.17286695780797,10,H5
U000523,O00000523,1.0,10.917621346838514,17,H5
U000524,O00000524,14.9,75.07765590810675,15,PC
U000525,O00000525,5.98,380.20476287605845,23,PC
U000526,O00000526,32.16,57.32015254908771,11,Android
U000527,O00000527,86.95,18.092153476086363,17,PC
U000528,O00000528,79.99,59.68423042620332,10,Android
U000529,O00000529,15.13,64.65403193282384,23,PC
U000530,O00000530,23.31,121.8224731649473,22,PC
U000531,O00000531,56.4,108.0119726617746,19,PC
